Spoken	Count	Coverage	Cummulative
yellowy	9	0.0000	0.9985
yack	9	0.0000	0.9985
xylophone	9	0.0000	0.9985
x-wings	9	0.0000	0.9985
write-up	9	0.0000	0.9985
wrecker	9	0.0000	0.9985
world-class	9	0.0000	0.9985
woolen	9	0.0000	0.9985
woody	9	0.0000	0.9985
wongy	9	0.0000	0.9985
wind-up	9	0.0000	0.9985
winded	9	0.0000	0.9985
willed	9	0.0000	0.9985
whorehouse	9	0.0000	0.9985
wheezy	9	0.0000	0.9985
wharf	9	0.0000	0.9985
whacking	9	0.0000	0.9985
well-qualified	9	0.0000	0.9985
well-educated	9	0.0000	0.9985
wel-	9	0.0000	0.9985
weedy	9	0.0000	0.9985
waylay	9	0.0000	0.9985
wanderlust	9	0.0000	0.9985
wal	9	0.0000	0.9985
waistband	9	0.0000	0.9985
wack	9	0.0000	0.9985
w.	9	0.0000	0.9985
von	9	0.0000	0.9985
voiceless	9	0.0000	0.9985
visitation	9	0.0000	0.9985
viola	9	0.0000	0.9985
vino	9	0.0000	0.9985
vigilance	9	0.0000	0.9985
victor	9	0.0000	0.9985
vi-	9	0.0000	0.9985
vestige	9	0.0000	0.9985
versatility	9	0.0000	0.9985
vernacular	9	0.0000	0.9985
verandah	9	0.0000	0.9985
variously	9	0.0000	0.9985
vanguard	9	0.0000	0.9985
vandalise	9	0.0000	0.9985
vacuole	9	0.0000	0.9985
ureteral	9	0.0000	0.9985
up-market	9	0.0000	0.9985
untreated	9	0.0000	0.9985
unsolved	9	0.0000	0.9985
unpaired	9	0.0000	0.9985
unnerving	9	0.0000	0.9985
unnerve	9	0.0000	0.9985
unmake	9	0.0000	0.9985
uninterrupted	9	0.0000	0.9985
unexplained	9	0.0000	0.9985
uneventful	9	0.0000	0.9985
unem	9	0.0000	0.9985
unearth	9	0.0000	0.9985
underprivileged	9	0.0000	0.9985
underpinnings	9	0.0000	0.9985
unconformity	9	0.0000	0.9985
unblock	9	0.0000	0.9985
unaffected	9	0.0000	0.9985
unabridged	9	0.0000	0.9985
um-	9	0.0000	0.9985
tyrannosaurus	9	0.0000	0.9985
two-thirty	9	0.0000	0.9985
two-page	9	0.0000	0.9985
two-month	9	0.0000	0.9985
two-hour	9	0.0000	0.9985
two-edged	9	0.0000	0.9985
twisty	9	0.0000	0.9985
twinge	9	0.0000	0.9985
tweezers	9	0.0000	0.9985
turnpike	9	0.0000	0.9985
tuples	9	0.0000	0.9985
tuneful	9	0.0000	0.9985
truce	9	0.0000	0.9985
trivialize	9	0.0000	0.9985
trivialise	9	0.0000	0.9985
trill	9	0.0000	0.9985
tribulation	9	0.0000	0.9985
triad	9	0.0000	0.9985
trehalose	9	0.0000	0.9985
transposition	9	0.0000	0.9985
transporter	9	0.0000	0.9985
transcriber	9	0.0000	0.9985
tranche	9	0.0000	0.9985
tragically	9	0.0000	0.9985
toupee	9	0.0000	0.9985
topper	9	0.0000	0.9985
toluene	9	0.0000	0.9985
tol	9	0.0000	0.9985
toil	9	0.0000	0.9985
toadstool	9	0.0000	0.9985
tireless	9	0.0000	0.9985
timelines	9	0.0000	0.9985
timeless	9	0.0000	0.9985
timekeeper	9	0.0000	0.9985
tick-tock	9	0.0000	0.9985
throwback	9	0.0000	0.9985
three-week	9	0.0000	0.9985
thorax	9	0.0000	0.9985
thir-	9	0.0000	0.9985
thinly	9	0.0000	0.9985
things-	9	0.0000	0.9985
thickening	9	0.0000	0.9985
text-	9	0.0000	0.9985
ten-year-old	9	0.0000	0.9985
tenish	9	0.0000	0.9985
tenable	9	0.0000	0.9985
tempest	9	0.0000	0.9985
telescopic	9	0.0000	0.9985
telelphone	9	0.0000	0.9985
tatter	9	0.0000	0.9985
tasteless	9	0.0000	0.9985
task-based	9	0.0000	0.9985
tarp	9	0.0000	0.9985
tangentially	9	0.0000	0.9985
tangential	9	0.0000	0.9985
talc	9	0.0000	0.9985
take-home	9	0.0000	0.9985
sys-	9	0.0000	0.9985
synchronization	9	0.0000	0.9985
synch	9	0.0000	0.9985
swelter	9	0.0000	0.9985
sw-	9	0.0000	0.9985
surrounding	9	0.0000	0.9985
surmise	9	0.0000	0.9985
sup-	9	0.0000	0.9985
sunscreen	9	0.0000	0.9985
sunbed	9	0.0000	0.9985
sulfate	9	0.0000	0.9985
suffrage	9	0.0000	0.9985
subsidiarity	9	0.0000	0.9985
sub-let	9	0.0000	0.9985
sub-groups	9	0.0000	0.9985
styrofoam	9	0.0000	0.9985
structuring	9	0.0000	0.9985
strimmer	9	0.0000	0.9985
strays	9	0.0000	0.9985
stimulant	9	0.0000	0.9985
stellar	9	0.0000	0.9985
steadfastly	9	0.0000	0.9985
starling	9	0.0000	0.9985
stardom	9	0.0000	0.9985
stand-in	9	0.0000	0.9985
squarely	9	0.0000	0.9985
spotted	9	0.0000	0.9985
spook	9	0.0000	0.9985
spectre	9	0.0000	0.9985
sparingly	9	0.0000	0.9985
southmead	9	0.0000	0.9985
south-east	9	0.0000	0.9985
so-so	9	0.0000	0.9985
sor-	9	0.0000	0.9985
someway	9	0.0000	0.9985
solubility	9	0.0000	0.9985
snorkelling	9	0.0000	0.9985
snobbery	9	0.0000	0.9985
snide	9	0.0000	0.9985
snazzy	9	0.0000	0.9985
smoulder	9	0.0000	0.9985
smidgen	9	0.0000	0.9985
smallpox	9	0.0000	0.9985
smallholding	9	0.0000	0.9985
smacking	9	0.0000	0.9985
slurpee	9	0.0000	0.9985
sluice	9	0.0000	0.9985
slowing	9	0.0000	0.9985
slough	9	0.0000	0.9985
slither	9	0.0000	0.9985
slippage	9	0.0000	0.9985
skirmish	9	0.0000	0.9985
sixish	9	0.0000	0.9985
situationism	9	0.0000	0.9985
signifier	9	0.0000	0.9985
sidle	9	0.0000	0.9985
sicken	9	0.0000	0.9985
shortcake	9	0.0000	0.9985
shi	9	0.0000	0.9985
she-	9	0.0000	0.9985
sev-	9	0.0000	0.9985
sequin	9	0.0000	0.9985
sequester	9	0.0000	0.9985
sequentially	9	0.0000	0.9985
sequential	9	0.0000	0.9985
septuplet	9	0.0000	0.9985
septal	9	0.0000	0.9985
separable	9	0.0000	0.9985
selfless	9	0.0000	0.9986
self-completion	9	0.0000	0.9986
seedling	9	0.0000	0.9986
sedge	9	0.0000	0.9986
sedative	9	0.0000	0.9986
sectionalization	9	0.0000	0.9986
seaman	9	0.0000	0.9986
sealer	9	0.0000	0.9986
sculpt	9	0.0000	0.9986
scrawl	9	0.0000	0.9986
scoreline	9	0.0000	0.9986
science-fiction	9	0.0000	0.9986
sciatica	9	0.0000	0.9986
schnauzer	9	0.0000	0.9986
scheduler	9	0.0000	0.9986
scald	9	0.0000	0.9986
satchel	9	0.0000	0.9986
sandbag	9	0.0000	0.9986
sanctity	9	0.0000	0.9986
saleable	9	0.0000	0.9986
salami	9	0.0000	0.9986
sainsburys	9	0.0000	0.9986
sai	9	0.0000	0.9986
rupee	9	0.0000	0.9986
runoff	9	0.0000	0.9986
routing	9	0.0000	0.9986
rosemary	9	0.0000	0.9986
roomy	9	0.0000	0.9986
romanticism	9	0.0000	0.9986
roly-poly	9	0.0000	0.9986
roll-on	9	0.0000	0.9986
rockery	9	0.0000	0.9986
riser	9	0.0000	0.9986
rind	9	0.0000	0.9986
rightist	9	0.0000	0.9986
rhombus	9	0.0000	0.9986
revolutionize	9	0.0000	0.9986
revel	9	0.0000	0.9986
reunite	9	0.0000	0.9986
retraction	9	0.0000	0.9986
restful	9	0.0000	0.9986
renegotiation	9	0.0000	0.9986
reliever	9	0.0000	0.9986
relic	9	0.0000	0.9986
reinvention	9	0.0000	0.9986
rehire	9	0.0000	0.9986
refrigeration	9	0.0000	0.9986
refinance	9	0.0000	0.9986
reevaluation	9	0.0000	0.9986
re-doing	9	0.0000	0.9986
redeployment	9	0.0000	0.9986
recursive	9	0.0000	0.9986
recuperation	9	0.0000	0.9986
rec-	9	0.0000	0.9986
raucous	9	0.0000	0.9986
randomness	9	0.0000	0.9986
radium	9	0.0000	0.9986
quietness	9	0.0000	0.9986
quasar	9	0.0000	0.9986
quartz	9	0.0000	0.9986
quartermaster	9	0.0000	0.9986
qualitatively	9	0.0000	0.9986
quail	9	0.0000	0.9986
purply	9	0.0000	0.9986
puritanical	9	0.0000	0.9986
pulled	9	0.0000	0.9986
publican	9	0.0000	0.9986
providence	9	0.0000	0.9986
protrude	9	0.0000	0.9986
proofread	9	0.0000	0.9986
promissory	9	0.0000	0.9986
promised	9	0.0000	0.9986
promiscuous	9	0.0000	0.9986
programmed	9	0.0000	0.9986
prodigy	9	0.0000	0.9986
proceptive	9	0.0000	0.9986
probity	9	0.0000	0.9986
prioritised	9	0.0000	0.9986
priesthood	9	0.0000	0.9986
prevailing	9	0.0000	0.9986
prescriptive	9	0.0000	0.9986
prematurely	9	0.0000	0.9986
preexist	9	0.0000	0.9986
pre-done	9	0.0000	0.9986
pre-cursors	9	0.0000	0.9986
precipitation	9	0.0000	0.9986
prebiotic	9	0.0000	0.9986
preapproved	9	0.0000	0.9986
powdery	9	0.0000	0.9986
pout	9	0.0000	0.9986
potash	9	0.0000	0.9986
posturing	9	0.0000	0.9986
post-mortem	9	0.0000	0.9986
porthole	9	0.0000	0.9986
porky	9	0.0000	0.9986
popularly	9	0.0000	0.9986
poofy	9	0.0000	0.9986
ponce	9	0.0000	0.9986
polymerize	9	0.0000	0.9986
podgy	9	0.0000	0.9986
plughole	9	0.0000	0.9986
ploughman	9	0.0000	0.9986
plenary	9	0.0000	0.9986
ple	9	0.0000	0.9986
platoon	9	0.0000	0.9986
platitude	9	0.0000	0.9986
planter	9	0.0000	0.9986
placate	9	0.0000	0.9986
placard	9	0.0000	0.9986
pita	9	0.0000	0.9986
pipette	9	0.0000	0.9986
pillion	9	0.0000	0.9986
piles	9	0.0000	0.9986
piddle	9	0.0000	0.9986
pi-	9	0.0000	0.9986
physique	9	0.0000	0.9986
phonograph	9	0.0000	0.9986
phat	9	0.0000	0.9986
phasor	9	0.0000	0.9986
ph-	9	0.0000	0.9986
petitioner	9	0.0000	0.9986
perversely	9	0.0000	0.9986
perforated	9	0.0000	0.9986
pennyworth	9	0.0000	0.9986
pelt	9	0.0000	0.9986
pastrami	9	0.0000	0.9986
parson	9	0.0000	0.9986
parry	9	0.0000	0.9986
parmesan	9	0.0000	0.9986
parishioner	9	0.0000	0.9986
paratrooper	9	0.0000	0.9986
parapet	9	0.0000	0.9986
paradoxically	9	0.0000	0.9986
panoramic	9	0.0000	0.9986
panoply	9	0.0000	0.9986
panhandle	9	0.0000	0.9986
panacea	9	0.0000	0.9986
palladium	9	0.0000	0.9986
paella	9	0.0000	0.9986
packrat	9	0.0000	0.9986
pacifism	9	0.0000	0.9986
oversimplify	9	0.0000	0.9986
overpowering	9	0.0000	0.9986
overlie	9	0.0000	0.9986
overjoy	9	0.0000	0.9986
outrun	9	0.0000	0.9986
outpost	9	0.0000	0.9986
operationally	9	0.0000	0.9986
operatic	9	0.0000	0.9986
one-sided	9	0.0000	0.9986
one-eleven	9	0.0000	0.9986
oncoming	9	0.0000	0.9986
old-age	9	0.0000	0.9986
off-line	9	0.0000	0.9986
officiate	9	0.0000	0.9986
offensively	9	0.0000	0.9986
octane	9	0.0000	0.9986
observance	9	0.0000	0.9986
obs	9	0.0000	0.9986
ob-	9	0.0000	0.9986
nyah	9	0.0000	0.9986
nutritionist	9	0.0000	0.9986
noxious	9	0.0000	0.9986
non-taxpayer	9	0.0000	0.9986
nonsmoking	9	0.0000	0.9986
non-local	9	0.0000	0.9986
non-linguistic	9	0.0000	0.9986
nondescript	9	0.0000	0.9986
non-clinical	9	0.0000	0.9986
nomenclature	9	0.0000	0.9986
nomad	9	0.0000	0.9986
nilly	9	0.0000	0.9986
negative-two	9	0.0000	0.9986
negative-three	9	0.0000	0.9986
nawab	9	0.0000	0.9986
nautical	9	0.0000	0.9986
narcissism	9	0.0000	0.9986
muted	9	0.0000	0.9986
munition	9	0.0000	0.9986
multistorey	9	0.0000	0.9986
multimillion	9	0.0000	0.9986
ms	9	0.0000	0.9986
moveable	9	0.0000	0.9986
moulding	9	0.0000	0.9986
mottle	9	0.0000	0.9986
motorcyclist	9	0.0000	0.9986
mope	9	0.0000	0.9986
monstrosity	9	0.0000	0.9986
monotheistic	9	0.0000	0.9986
monograph	9	0.0000	0.9986
modicum	9	0.0000	0.9986
mistrial	9	0.0000	0.9986
mismanage	9	0.0000	0.9986
minstrel	9	0.0000	0.9986
mid-seventies	9	0.0000	0.9986
methoxy	9	0.0000	0.9986
methodically	9	0.0000	0.9986
methanol	9	0.0000	0.9986
meteor	9	0.0000	0.9986
meson	9	0.0000	0.9986
mesmerize	9	0.0000	0.9986
mermaid	9	0.0000	0.9986
merchandising	9	0.0000	0.9986
memorabile	9	0.0000	0.9986
megawatt	9	0.0000	0.9986
mediant	9	0.0000	0.9986
mechanized	9	0.0000	0.9986
meatloaf	9	0.0000	0.9986
meagre	9	0.0000	0.9986
mayoralty	9	0.0000	0.9986
maul	9	0.0000	0.9986
matric	9	0.0000	0.9986
mastermind	9	0.0000	0.9986
mastectomy	9	0.0000	0.9986
markup	9	0.0000	0.9986
markedly	9	0.0000	0.9986
marginals	9	0.0000	0.9986
mania	9	0.0000	0.9986
man-	9	0.0000	0.9986
mak	9	0.0000	0.9986
mailshots	9	0.0000	0.9986
magnum	9	0.0000	0.9986
magnificently	9	0.0000	0.9986
macro-economics	9	0.0000	0.9986
lunch-time	9	0.0000	0.9986
luminous	9	0.0000	0.9986
lumen	9	0.0000	0.9986
lu	9	0.0000	0.9986
ls	9	0.0000	0.9986
loo-	9	0.0000	0.9986
locket	9	0.0000	0.9986
locked	9	0.0000	0.9986
localizer	9	0.0000	0.9986
livery	9	0.0000	0.9986
live-in	9	0.0000	0.9986
lithium	9	0.0000	0.9986
lit	9	0.0000	0.9986
links	9	0.0000	0.9986
linearity	9	0.0000	0.9986
lightness	9	0.0000	0.9986
legless	9	0.0000	0.9986
laterally	9	0.0000	0.9986
laparoscopy	9	0.0000	0.9986
lander	9	0.0000	0.9986
lagoon	9	0.0000	0.9986
labrador	9	0.0000	0.9986
laborer	9	0.0000	0.9986
knocker	9	0.0000	0.9986
knead	9	0.0000	0.9986
kimono	9	0.0000	0.9986
kick-start	9	0.0000	0.9986
kibitz	9	0.0000	0.9986
kee	9	0.0000	0.9986
ke-	9	0.0000	0.9986
justly	9	0.0000	0.9986
juke	9	0.0000	0.9986
judicious	9	0.0000	0.9986
journeyman	9	0.0000	0.9986
journaling	9	0.0000	0.9986
joule	9	0.0000	0.9986
jokey	9	0.0000	0.9986
jiggered	9	0.0000	0.9986
jazzercise	9	0.0000	0.9986
jay	9	0.0000	0.9986
jalapenos	9	0.0000	0.9986
jalapeno	9	0.0000	0.9986
jaded	9	0.0000	0.9986
irrelevance	9	0.0000	0.9986
invidious	9	0.0000	0.9986
intravenous	9	0.0000	0.9986
intolerant	9	0.0000	0.9986
interviewee	9	0.0000	0.9986
interlink	9	0.0000	0.9986
intelligible	9	0.0000	0.9986
instinctive	9	0.0000	0.9986
instigator	9	0.0000	0.9986
insemination	9	0.0000	0.9986
inordinately	9	0.0000	0.9986
inordinate	9	0.0000	0.9986
ingot	9	0.0000	0.9986
infusion	9	0.0000	0.9986
infrared	9	0.0000	0.9986
information-	9	0.0000	0.9986
inflammable	9	0.0000	0.9986
inexcusable	9	0.0000	0.9986
indoctrination	9	0.0000	0.9986
indicated	9	0.0000	0.9986
indecipherable	9	0.0000	0.9986
incorporated	9	0.0000	0.9986
inconsiderate	9	0.0000	0.9986
improvisation	9	0.0000	0.9986
improver	9	0.0000	0.9986
impotent	9	0.0000	0.9986
implemental	9	0.0000	0.9986
impatience	9	0.0000	0.9986
iguana	9	0.0000	0.9986
idiosyncrasy	9	0.0000	0.9986
ibuprofen	9	0.0000	0.9986
hyperlink	9	0.0000	0.9986
hyperactive	9	0.0000	0.9986
hydroelectric	9	0.0000	0.9986
hydraulics	9	0.0000	0.9986
hydrangea	9	0.0000	0.9986
hutch	9	0.0000	0.9986
husky	9	0.0000	0.9986
hummingbird	9	0.0000	0.9986
hue	9	0.0000	0.9986
housebound	9	0.0000	0.9986
hotpot	9	0.0000	0.9986
hotelier	9	0.0000	0.9986
horrifically	9	0.0000	0.9987
honours	9	0.0000	0.9987
honourary	9	0.0000	0.9987
homozygous	9	0.0000	0.9987
homogametic	9	0.0000	0.9987
holstered	9	0.0000	0.9987
holdover	9	0.0000	0.9987
holdall	9	0.0000	0.9987
hobo	9	0.0000	0.9987
hippopotamus	9	0.0000	0.9987
heterosexuality	9	0.0000	0.9987
hereafter	9	0.0000	0.9987
hemispheric	9	0.0000	0.9987
helping	9	0.0000	0.9987
held	9	0.0000	0.9987
heavy-duty	9	0.0000	0.9987
heartache	9	0.0000	0.9987
health-related	9	0.0000	0.9987
hea	9	0.0000	0.9987
hayfever	9	0.0000	0.9987
hasty	9	0.0000	0.9987
harshly	9	0.0000	0.9987
harmonize	9	0.0000	0.9987
hardboard	9	0.0000	0.9987
halftime	9	0.0000	0.9987
hairdo	9	0.0000	0.9987
haemophilia	9	0.0000	0.9987
gymnast	9	0.0000	0.9987
guppy	9	0.0000	0.9987
guesswork	9	0.0000	0.9987
grungy	9	0.0000	0.9987
groundsman	9	0.0000	0.9987
grotto	9	0.0000	0.9987
gro-	9	0.0000	0.9987
grew	9	0.0000	0.9987
greenfold	9	0.0000	0.9987
gre	9	0.0000	0.9987
gratia	9	0.0000	0.9987
governing	9	0.0000	0.9987
gossipy	9	0.0000	0.9987
gnat	9	0.0000	0.9987
glimmer	9	0.0000	0.9987
glacial	9	0.0000	0.9987
gimme	9	0.0000	0.9987
geyser	9	0.0000	0.9987
geometrically	9	0.0000	0.9987
geological	9	0.0000	0.9987
garish	9	0.0000	0.9987
garble	9	0.0000	0.9987
gander	9	0.0000	0.9987
gainful	9	0.0000	0.9987
fury	9	0.0000	0.9987
fully-fashioned	9	0.0000	0.9987
fuchsia	9	0.0000	0.9987
frosted	9	0.0000	0.9987
freshen	9	0.0000	0.9987
four-way	9	0.0000	0.9987
fortuitous	9	0.0000	0.9987
forlorn	9	0.0000	0.9987
foreskin	9	0.0000	0.9987
forecasting	9	0.0000	0.9987
foots	9	0.0000	0.9987
foolhardy	9	0.0000	0.9987
fondness	9	0.0000	0.9987
fluorocarbon	9	0.0000	0.9987
fluoride	9	0.0000	0.9987
flowered	9	0.0000	0.9987
flipchart	9	0.0000	0.9987
flavouring	9	0.0000	0.9987
flattery	9	0.0000	0.9987
flashcard	9	0.0000	0.9987
five-minute	9	0.0000	0.9987
fiscally	9	0.0000	0.9987
first-hand	9	0.0000	0.9987
fine-tune	9	0.0000	0.9987
finale	9	0.0000	0.9987
filibuster	9	0.0000	0.9987
fifty-eight	9	0.0000	0.9987
fifty-	9	0.0000	0.9987
fiend	9	0.0000	0.9987
fielder	9	0.0000	0.9987
fiddling	9	0.0000	0.9987
feta	9	0.0000	0.9987
favors	9	0.0000	0.9987
fatherhood	9	0.0000	0.9987
fast-food	9	0.0000	0.9987
fasciitis	9	0.0000	0.9987
familiarization	9	0.0000	0.9987
familial	9	0.0000	0.9987
fallen	9	0.0000	0.9987
facing	9	0.0000	0.9987
fac	9	0.0000	0.9987
fabulously	9	0.0000	0.9987
eyeliner	9	0.0000	0.9987
exult	9	0.0000	0.9987
exuberant	9	0.0000	0.9987
extricate	9	0.0000	0.9987
expo	9	0.0000	0.9987
exploitative	9	0.0000	0.9987
experimentally	9	0.0000	0.9987
expensively	9	0.0000	0.9987
expeditious	9	0.0000	0.9987
expediency	9	0.0000	0.9987
exhibitor	9	0.0000	0.9987
excreta	9	0.0000	0.9987
exame	9	0.0000	0.9987
evidentiary	9	0.0000	0.9987
eulogy	9	0.0000	0.9987
equalization	9	0.0000	0.9987
entropy	9	0.0000	0.9987
enslave	9	0.0000	0.9987
enormity	9	0.0000	0.9987
enlightening	9	0.0000	0.9987
enigmatic	9	0.0000	0.9987
enigma	9	0.0000	0.9987
encase	9	0.0000	0.9987
emergent	9	0.0000	0.9987
emboss	9	0.0000	0.9987
electrification	9	0.0000	0.9987
eight-thirty	9	0.0000	0.9987
eclipse	9	0.0000	0.9987
eat-fish	9	0.0000	0.9987
eastgate	9	0.0000	0.9987
easterly	9	0.0000	0.9987
earthworm	9	0.0000	0.9987
earlies	9	0.0000	0.9987
dynasty	9	0.0000	0.9987
dynamically	9	0.0000	0.9987
dyeing	9	0.0000	0.9987
dweller	9	0.0000	0.9987
duper	9	0.0000	0.9987
duke	9	0.0000	0.9987
druther	9	0.0000	0.9987
drowned	9	0.0000	0.9987
dropout	9	0.0000	0.9987
dro	9	0.0000	0.9987
drive-thru	9	0.0000	0.9987
drifter	9	0.0000	0.9987
dregs	9	0.0000	0.9987
drawed	9	0.0000	0.9987
draughty	9	0.0000	0.9987
draughtsman	9	0.0000	0.9987
dragonfly	9	0.0000	0.9987
downwind	9	0.0000	0.9987
downshifting	9	0.0000	0.9987
dominating	9	0.0000	0.9987
doings	9	0.0000	0.9987
doily	9	0.0000	0.9987
dogwood	9	0.0000	0.9987
dividers	9	0.0000	0.9987
disused	9	0.0000	0.9987
dissenting	9	0.0000	0.9987
disinfectant	9	0.0000	0.9987
disastrously	9	0.0000	0.9987
disassociate	9	0.0000	0.9987
disagreeable	9	0.0000	0.9987
dilatory	9	0.0000	0.9987
didn-	9	0.0000	0.9987
dialysis	9	0.0000	0.9987
destroyer	9	0.0000	0.9987
destabilize	9	0.0000	0.9987
despatcher	9	0.0000	0.9987
dermatitis	9	0.0000	0.9987
dep	9	0.0000	0.9987
defiance	9	0.0000	0.9987
deferment	9	0.0000	0.9987
deductive	9	0.0000	0.9987
decentralized	9	0.0000	0.9987
decadent	9	0.0000	0.9987
deb	9	0.0000	0.9987
deathly	9	0.0000	0.9987
dar	9	0.0000	0.9987
damson	9	0.0000	0.9987
daff	9	0.0000	0.9987
cytosolic	9	0.0000	0.9987
cystic	9	0.0000	0.9987
cyber	9	0.0000	0.9987
cutlass	9	0.0000	0.9987
culottes	9	0.0000	0.9987
cryptosporidium	9	0.0000	0.9987
crucible	9	0.0000	0.9987
cross-examine	9	0.0000	0.9987
critter	9	0.0000	0.9987
crippling	9	0.0000	0.9987
crimp	9	0.0000	0.9987
crevice	9	0.0000	0.9987
creditable	9	0.0000	0.9987
cravat	9	0.0000	0.9987
courtship	9	0.0000	0.9987
coup-	9	0.0000	0.9987
county-wide	9	0.0000	0.9987
countdown	9	0.0000	0.9987
cosmos	9	0.0000	0.9987
cortex	9	0.0000	0.9987
corral	9	0.0000	0.9987
corporately	9	0.0000	0.9987
cornice	9	0.0000	0.9987
cornea	9	0.0000	0.9987
copulation	9	0.0000	0.9987
convincingly	9	0.0000	0.9987
conveyance	9	0.0000	0.9987
conundrum	9	0.0000	0.9987
contrive	9	0.0000	0.9987
contravene	9	0.0000	0.9987
continuance	9	0.0000	0.9987
consummate	9	0.0000	0.9987
constipation	9	0.0000	0.9987
conscientiously	9	0.0000	0.9987
concourse	9	0.0000	0.9987
conceptualise	9	0.0000	0.9987
concave	9	0.0000	0.9987
compere	9	0.0000	0.9987
compactor	9	0.0000	0.9987
commode	9	0.0000	0.9987
coming	9	0.0000	0.9987
comer	9	0.0000	0.9987
colourless	9	0.0000	0.9987
collator	9	0.0000	0.9987
collarbone	9	0.0000	0.9987
coldness	9	0.0000	0.9987
cogent	9	0.0000	0.9987
coercive	9	0.0000	0.9987
co-ed	9	0.0000	0.9987
coed	9	0.0000	0.9987
cock-up	9	0.0000	0.9987
coastguard	9	0.0000	0.9987
coalesce	9	0.0000	0.9987
clang	9	0.0000	0.9987
cla	9	0.0000	0.9987
cl-	9	0.0000	0.9987
chucker	9	0.0000	0.9987
choker	9	0.0000	0.9987
cho	9	0.0000	0.9987
chi-	9	0.0000	0.9987
cherished	9	0.0000	0.9987
cheapo	9	0.0000	0.9987
chatterbox	9	0.0000	0.9987
chaser	9	0.0000	0.9987
chargeable	9	0.0000	0.9987
cert-	9	0.0000	0.9987
centralization	9	0.0000	0.9987
cede	9	0.0000	0.9987
categorical	9	0.0000	0.9987
catamaran	9	0.0000	0.9987
cashmere	9	0.0000	0.9987
carelessly	9	0.0000	0.9987
cardy	9	0.0000	0.9987
cardio	9	0.0000	0.9987
carbine	9	0.0000	0.9987
carb	9	0.0000	0.9987
captivity	9	0.0000	0.9987
capitalise	9	0.0000	0.9987
cantankerous	9	0.0000	0.9987
canna	9	0.0000	0.9987
candor	9	0.0000	0.9987
callus	9	0.0000	0.9987
calender	9	0.0000	0.9987
caff	9	0.0000	0.9987
buyout	9	0.0000	0.9987
but-	9	0.0000	0.9987
bursary	9	0.0000	0.9987
burgeon	9	0.0000	0.9987
bureaus	9	0.0000	0.9987
bulimic	9	0.0000	0.9987
bub	9	0.0000	0.9987
brink	9	0.0000	0.9987
brine	9	0.0000	0.9987
breathtaking	9	0.0000	0.9987
breakwater	9	0.0000	0.9987
brawl	9	0.0000	0.9987
bravely	9	0.0000	0.9987
brash	9	0.0000	0.9987
bracken	9	0.0000	0.9987
boomer	9	0.0000	0.9987
bookshelve	9	0.0000	0.9987
boneless	9	0.0000	0.9987
boffin	9	0.0000	0.9987
boardwalk	9	0.0000	0.9987
bluh	9	0.0000	0.9987
blowing	9	0.0000	0.9987
blotch	9	0.0000	0.9987
blasphemy	9	0.0000	0.9987
blase	9	0.0000	0.9987
blare	9	0.0000	0.9987
blacks	9	0.0000	0.9987
bilayer	9	0.0000	0.9987
big-y	9	0.0000	0.9987
bicentennial	9	0.0000	0.9987
bereave	9	0.0000	0.9987
bemused	9	0.0000	0.9987
bellow	9	0.0000	0.9987
behaviourism	9	0.0000	0.9987
beeline	9	0.0000	0.9987
beddy	9	0.0000	0.9987
becau	9	0.0000	0.9987
beamer	9	0.0000	0.9987
beading	9	0.0000	0.9987
bayonet	9	0.0000	0.9987
bas	9	0.0000	0.9987
baroque	9	0.0000	0.9987
barbarian	9	0.0000	0.9987
banns	9	0.0000	0.9987
bankroll	9	0.0000	0.9987
balsamic	9	0.0000	0.9987
backstage	9	0.0000	0.9987
backgrounder	9	0.0000	0.9987
backer	9	0.0000	0.9987
back-door	9	0.0000	0.9987
awry	9	0.0000	0.9987
awning	9	0.0000	0.9987
avalanche	9	0.0000	0.9987
autopsy	9	0.0000	0.9988
authoritarianism	9	0.0000	0.9988
auth	9	0.0000	0.9988
auburn	9	0.0000	0.9988
attractiveness	9	0.0000	0.9988
attacking	9	0.0000	0.9988
atmospherics	9	0.0000	0.9988
asteroid	9	0.0000	0.9988
artsy	9	0.0000	0.9988
artful	9	0.0000	0.9988
artex	9	0.0000	0.9988
arteriosclerosis	9	0.0000	0.9988
aromatic	9	0.0000	0.9988
arithmetical	9	0.0000	0.9988
aristocrat	9	0.0000	0.9988
argyle	9	0.0000	0.9988
are-	9	0.0000	0.9988
architecturally	9	0.0000	0.9988
apples	9	0.0000	0.9988
aphrodisiac	9	0.0000	0.9988
ap-	9	0.0000	0.9988
anxiously	9	0.0000	0.9988
antitank	9	0.0000	0.9988
anti-semitism	9	0.0000	0.9988
anti-clockwise	9	0.0000	0.9988
anti-apartheid	9	0.0000	0.9988
anew	9	0.0000	0.9988
ampicillin	9	0.0000	0.9988
amnesia	9	0.0000	0.9988
amidst	9	0.0000	0.9988
ambient	9	0.0000	0.9988
amass	9	0.0000	0.9988
am-	9	0.0000	0.9988
alwa-	9	0.0000	0.9988
altered	9	0.0000	0.9988
alphabetic	9	0.0000	0.9988
alliteration	9	0.0000	0.9988
alkene	9	0.0000	0.9988
aitch	9	0.0000	0.9988
ail	9	0.0000	0.9988
ahm	9	0.0000	0.9988
again-	9	0.0000	0.9988
agai	9	0.0000	0.9988
aforementioned	9	0.0000	0.9988
