Spoken	Count	Coverage	Cummulative
manipulate	167	0.0000	0.9786
liable	167	0.0000	0.9786
guilt	167	0.0000	0.9786
following	167	0.0000	0.9786
fo	167	0.0000	0.9786
density	167	0.0000	0.9786
clipper	167	0.0000	0.9786
appreciation	167	0.0000	0.9786
windy	166	0.0000	0.9787
tumour	166	0.0000	0.9787
organized	166	0.0000	0.9787
mattress	166	0.0000	0.9787
litre	166	0.0000	0.9787
fighting	166	0.0000	0.9787
equality	166	0.0000	0.9787
dial	166	0.0000	0.9787
der	166	0.0000	0.9787
commend	166	0.0000	0.9787
toxic	165	0.0000	0.9787
thirty-two	165	0.0000	0.9787
subtract	165	0.0000	0.9787
planner	165	0.0000	0.9787
olive	165	0.0000	0.9787
magistrate	165	0.0000	0.9787
ge	165	0.0000	0.9787
dismiss	165	0.0000	0.9788
coupon	165	0.0000	0.9788
congratulate	165	0.0000	0.9788
commute	165	0.0000	0.9788
allergic	165	0.0000	0.9788
unconscious	164	0.0000	0.9788
twenty-eight	164	0.0000	0.9788
tummy	164	0.0000	0.9788
romantic	164	0.0000	0.9788
postcard	164	0.0000	0.9788
peg	164	0.0000	0.9788
occasional	164	0.0000	0.9788
mining	164	0.0000	0.9788
historian	164	0.0000	0.9788
genre	164	0.0000	0.9788
found	164	0.0000	0.9788
fifty-five	164	0.0000	0.9788
fade	164	0.0000	0.9789
emission	164	0.0000	0.9789
eligible	164	0.0000	0.9789
disco	164	0.0000	0.9789
diesel	164	0.0000	0.9789
composite	164	0.0000	0.9789
chimney	164	0.0000	0.9789
vein	163	0.0000	0.9789
taxation	163	0.0000	0.9789
reluctant	163	0.0000	0.9789
reiterate	163	0.0000	0.9789
porch	163	0.0000	0.9789
lens	163	0.0000	0.9789
infant	163	0.0000	0.9789
heal	163	0.0000	0.9789
discovery	163	0.0000	0.9789
demo	163	0.0000	0.9789
crush	163	0.0000	0.9790
composition	163	0.0000	0.9790
belly	163	0.0000	0.9790
asthma	163	0.0000	0.9790
applicant	163	0.0000	0.9790
zip	162	0.0000	0.9790
weave	162	0.0000	0.9790
vulnerable	162	0.0000	0.9790
unlimited	162	0.0000	0.9790
treasurer	162	0.0000	0.9790
rational	162	0.0000	0.9790
purchaser	162	0.0000	0.9790
pregnancy	162	0.0000	0.9790
nan	162	0.0000	0.9790
miracle	162	0.0000	0.9790
mam	162	0.0000	0.9790
exhibit	162	0.0000	0.9790
cylinder	162	0.0000	0.9790
wisdom	161	0.0000	0.9791
rear	161	0.0000	0.9791
preview	161	0.0000	0.9791
organism	161	0.0000	0.9791
nominate	161	0.0000	0.9791
maternity	161	0.0000	0.9791
graduation	161	0.0000	0.9791
fake	161	0.0000	0.9791
facilitate	161	0.0000	0.9791
excitement	161	0.0000	0.9791
dose	161	0.0000	0.9791
conviction	161	0.0000	0.9791
bass	161	0.0000	0.9791
appropriation	161	0.0000	0.9791
anyways	161	0.0000	0.9791
ambassador	161	0.0000	0.9791
vertical	160	0.0000	0.9791
twenty-three	160	0.0000	0.9792
tolerate	160	0.0000	0.9792
realm	160	0.0000	0.9792
rally	160	0.0000	0.9792
neutral	160	0.0000	0.9792
mend	160	0.0000	0.9792
membrane	160	0.0000	0.9792
literal	160	0.0000	0.9792
interface	160	0.0000	0.9792
installation	160	0.0000	0.9792
dual	160	0.0000	0.9792
darn	160	0.0000	0.9792
commander	160	0.0000	0.9792
cheeky	160	0.0000	0.9792
analogy	160	0.0000	0.9792
aeroplane	160	0.0000	0.9792
adventure	160	0.0000	0.9792
violation	159	0.0000	0.9793
scripture	159	0.0000	0.9793
reproduce	159	0.0000	0.9793
preliminary	159	0.0000	0.9793
lodge	159	0.0000	0.9793
literacy	159	0.0000	0.9793
inherit	159	0.0000	0.9793
holding	159	0.0000	0.9793
genetic	159	0.0000	0.9793
flesh	159	0.0000	0.9793
distinct	159	0.0000	0.9793
crown	159	0.0000	0.9793
credibility	159	0.0000	0.9793
creature	159	0.0000	0.9793
comprehension	159	0.0000	0.9793
castle	159	0.0000	0.9793
blade	159	0.0000	0.9793
bandage	159	0.0000	0.9793
arena	159	0.0000	0.9794
wha-	158	0.0000	0.9794
textbook	158	0.0000	0.9794
tense	158	0.0000	0.9794
tee	158	0.0000	0.9794
plead	158	0.0000	0.9794
lesser	158	0.0000	0.9794
ink	158	0.0000	0.9794
dynamic	158	0.0000	0.9794
cushion	158	0.0000	0.9794
constituent	158	0.0000	0.9794
cock	158	0.0000	0.9794
captain	158	0.0000	0.9794
blessing	158	0.0000	0.9794
bladder	158	0.0000	0.9794
adequately	158	0.0000	0.9794
yield	157	0.0000	0.9794
suspend	157	0.0000	0.9794
subscription	157	0.0000	0.9795
stereotype	157	0.0000	0.9795
stem	157	0.0000	0.9795
scatter	157	0.0000	0.9795
rod	157	0.0000	0.9795
readout	157	0.0000	0.9795
incorrect	157	0.0000	0.9795
hose	157	0.0000	0.9795
fi	157	0.0000	0.9795
elder	157	0.0000	0.9795
confine	157	0.0000	0.9795
cater	157	0.0000	0.9795
terminology	156	0.0000	0.9795
surprised	156	0.0000	0.9795
sour	156	0.0000	0.9795
salesman	156	0.0000	0.9795
popcorn	156	0.0000	0.9795
outrageous	156	0.0000	0.9795
insult	156	0.0000	0.9796
instantly	156	0.0000	0.9796
inevitably	156	0.0000	0.9796
headmaster	156	0.0000	0.9796
granny	156	0.0000	0.9796
conditioning	156	0.0000	0.9796
blimey	156	0.0000	0.9796
artery	156	0.0000	0.9796
trunk	155	0.0000	0.9796
terrace	155	0.0000	0.9796
span	155	0.0000	0.9796
selfish	155	0.0000	0.9796
recess	155	0.0000	0.9796
oak	155	0.0000	0.9796
massage	155	0.0000	0.9796
layout	155	0.0000	0.9796
haul	155	0.0000	0.9796
gentle	155	0.0000	0.9796
firearm	155	0.0000	0.9797
eating	155	0.0000	0.9797
discourage	155	0.0000	0.9797
dilemma	155	0.0000	0.9797
bureaucracy	155	0.0000	0.9797
boost	155	0.0000	0.9797
thankful	154	0.0000	0.9797
stab	154	0.0000	0.9797
rental	154	0.0000	0.9797
quotation	154	0.0000	0.9797
nappy	154	0.0000	0.9797
messy	154	0.0000	0.9797
detective	154	0.0000	0.9797
comparable	154	0.0000	0.9797
beautifully	154	0.0000	0.9797
avenue	154	0.0000	0.9797
twenty-seven	153	0.0000	0.9797
trivial	153	0.0000	0.9797
testify	153	0.0000	0.9798
sweetie	153	0.0000	0.9798
sufficiently	153	0.0000	0.9798
sister-in-law	153	0.0000	0.9798
racing	153	0.0000	0.9798
processor	153	0.0000	0.9798
noun	153	0.0000	0.9798
limb	153	0.0000	0.9798
immigrant	153	0.0000	0.9798
crystal	153	0.0000	0.9798
courage	153	0.0000	0.9798
conscience	153	0.0000	0.9798
classification	153	0.0000	0.9798
ca-	153	0.0000	0.9798
aisle	153	0.0000	0.9798
waiver	152	0.0000	0.9798
tremendously	152	0.0000	0.9798
thi	152	0.0000	0.9798
sympathetic	152	0.0000	0.9799
sofa	152	0.0000	0.9799
rug	152	0.0000	0.9799
proceeding	152	0.0000	0.9799
password	152	0.0000	0.9799
parliamentary	152	0.0000	0.9799
merchant	152	0.0000	0.9799
laser	152	0.0000	0.9799
hence	152	0.0000	0.9799
ferry	152	0.0000	0.9799
dividend	152	0.0000	0.9799
dislike	152	0.0000	0.9799
deploy	152	0.0000	0.9799
deliberation	152	0.0000	0.9799
cement	152	0.0000	0.9799
carers	152	0.0000	0.9799
assemble	152	0.0000	0.9799
yup	151	0.0000	0.9799
whisper	151	0.0000	0.9800
whe	151	0.0000	0.9800
viable	151	0.0000	0.9800
twenty-six	151	0.0000	0.9800
pulse	151	0.0000	0.9800
pipeline	151	0.0000	0.9800
newsletter	151	0.0000	0.9800
monster	151	0.0000	0.9800
meg	151	0.0000	0.9800
lighting	151	0.0000	0.9800
learner	151	0.0000	0.9800
jurisdiction	151	0.0000	0.9800
fitness	151	0.0000	0.9800
dull	151	0.0000	0.9800
discrimination	151	0.0000	0.9800
ba	151	0.0000	0.9800
uncertainty	150	0.0000	0.9800
temple	150	0.0000	0.9800
revolutionary	150	0.0000	0.9800
renew	150	0.0000	0.9801
referral	150	0.0000	0.9801
raspberry	150	0.0000	0.9801
pickle	150	0.0000	0.9801
pend	150	0.0000	0.9801
going	150	0.0000	0.9801
fond	150	0.0000	0.9801
divisional	150	0.0000	0.9801
defensive	150	0.0000	0.9801
burger	150	0.0000	0.9801
beard	150	0.0000	0.9801
appropriately	150	0.0000	0.9801
wheat	149	0.0000	0.9801
transcribe	149	0.0000	0.9801
tragic	149	0.0000	0.9801
steep	149	0.0000	0.9801
short-term	149	0.0000	0.9801
ration	149	0.0000	0.9801
orientation	149	0.0000	0.9802
hen	149	0.0000	0.9802
foreigner	149	0.0000	0.9802
firmly	149	0.0000	0.9802
ditch	149	0.0000	0.9802
affordable	149	0.0000	0.9802
whoa	148	0.0000	0.9802
turtle	148	0.0000	0.9802
thorough	148	0.0000	0.9802
surname	148	0.0000	0.9802
similarity	148	0.0000	0.9802
semi	148	0.0000	0.9802
rig	148	0.0000	0.9802
refresh	148	0.0000	0.9802
prominent	148	0.0000	0.9802
in-	148	0.0000	0.9802
filthy	148	0.0000	0.9802
farther	148	0.0000	0.9802
encouragement	148	0.0000	0.9802
eighty-five	148	0.0000	0.9803
digit	148	0.0000	0.9803
democrat	148	0.0000	0.9803
curly	148	0.0000	0.9803
carbonate	148	0.0000	0.9803
antique	148	0.0000	0.9803
alongside	148	0.0000	0.9803
whack	147	0.0000	0.9803
vest	147	0.0000	0.9803
unnecessary	147	0.0000	0.9803
transform	147	0.0000	0.9803
therapist	147	0.0000	0.9803
tech	147	0.0000	0.9803
stadium	147	0.0000	0.9803
socially	147	0.0000	0.9803
simplify	147	0.0000	0.9803
sailing	147	0.0000	0.9803
rattle	147	0.0000	0.9803
programming	147	0.0000	0.9803
pallet	147	0.0000	0.9804
minimize	147	0.0000	0.9804
instruct	147	0.0000	0.9804
hostage	147	0.0000	0.9804
frost	147	0.0000	0.9804
entertaining	147	0.0000	0.9804
congratulation	147	0.0000	0.9804
carve	147	0.0000	0.9804
bound	147	0.0000	0.9804
algorithm	147	0.0000	0.9804
wealth	146	0.0000	0.9804
sunshine	146	0.0000	0.9804
straighten	146	0.0000	0.9804
spy	146	0.0000	0.9804
skilled	146	0.0000	0.9804
shepherd	146	0.0000	0.9804
removal	146	0.0000	0.9804
regulatory	146	0.0000	0.9804
passion	146	0.0000	0.9804
parental	146	0.0000	0.9805
mint	146	0.0000	0.9805
knacker	146	0.0000	0.9805
hairdresser	146	0.0000	0.9805
explosion	146	0.0000	0.9805
erase	146	0.0000	0.9805
dissolve	146	0.0000	0.9805
clay	146	0.0000	0.9805
cautious	146	0.0000	0.9805
blond	146	0.0000	0.9805
beam	146	0.0000	0.9805
ballot	146	0.0000	0.9805
alternate	146	0.0000	0.9805
ye	145	0.0000	0.9805
widow	145	0.0000	0.9805
viewpoint	145	0.0000	0.9805
theoretical	145	0.0000	0.9805
terrify	145	0.0000	0.9805
stressful	145	0.0000	0.9805
sponge	145	0.0000	0.9805
slave	145	0.0000	0.9806
separation	145	0.0000	0.9806
rider	145	0.0000	0.9806
patrol	145	0.0000	0.9806
laboratory	145	0.0000	0.9806
fundamentally	145	0.0000	0.9806
firework	145	0.0000	0.9806
farming	145	0.0000	0.9806
conform	145	0.0000	0.9806
boo	145	0.0000	0.9806
adviser	145	0.0000	0.9806
accordance	145	0.0000	0.9806
stool	144	0.0000	0.9806
slack	144	0.0000	0.9806
simultaneously	144	0.0000	0.9806
serial	144	0.0000	0.9806
scissors	144	0.0000	0.9806
problematic	144	0.0000	0.9806
nap	144	0.0000	0.9806
myth	144	0.0000	0.9807
modest	144	0.0000	0.9807
logistic	144	0.0000	0.9807
i.	144	0.0000	0.9807
gradient	144	0.0000	0.9807
ending	144	0.0000	0.9807
embrace	144	0.0000	0.9807
cliff	144	0.0000	0.9807
chore	144	0.0000	0.9807
canal	144	0.0000	0.9807
blink	144	0.0000	0.9807
allergy	144	0.0000	0.9807
activate	144	0.0000	0.9807
transcription	143	0.0000	0.9807
thrust	143	0.0000	0.9807
siren	143	0.0000	0.9807
safely	143	0.0000	0.9807
refund	143	0.0000	0.9807
nominee	143	0.0000	0.9807
loft	143	0.0000	0.9808
librarian	143	0.0000	0.9808
hesitate	143	0.0000	0.9808
diagnosis	143	0.0000	0.9808
cigar	143	0.0000	0.9808
auction	143	0.0000	0.9808
adjacent	143	0.0000	0.9808
we-	142	0.0000	0.9808
sickness	142	0.0000	0.9808
seafood	142	0.0000	0.9808
rustle	142	0.0000	0.9808
preferred	142	0.0000	0.9808
orient	142	0.0000	0.9808
organizational	142	0.0000	0.9808
irrelevant	142	0.0000	0.9808
fried	142	0.0000	0.9808
economically	142	0.0000	0.9808
dye	142	0.0000	0.9808
controversy	142	0.0000	0.9808
choke	142	0.0000	0.9808
champagne	142	0.0000	0.9809
buying	142	0.0000	0.9809
brace	142	0.0000	0.9809
antibiotic	142	0.0000	0.9809
alien	142	0.0000	0.9809
veg	141	0.0000	0.9809
vaguely	141	0.0000	0.9809
undergo	141	0.0000	0.9809
remit	141	0.0000	0.9809
reaffirm	141	0.0000	0.9809
mike	141	0.0000	0.9809
mathematician	141	0.0000	0.9809
mapping	141	0.0000	0.9809
liberty	141	0.0000	0.9809
independently	141	0.0000	0.9809
grease	141	0.0000	0.9809
graphic	141	0.0000	0.9809
foam	141	0.0000	0.9809
enormously	141	0.0000	0.9809
distant	141	0.0000	0.9809
ancient	141	0.0000	0.9810
accelerate	141	0.0000	0.9810
volt	140	0.0000	0.9810
transformation	140	0.0000	0.9810
sonnet	140	0.0000	0.9810
socialist	140	0.0000	0.9810
showing	140	0.0000	0.9810
repeatedly	140	0.0000	0.9810
potty	140	0.0000	0.9810
poke	140	0.0000	0.9810
mi	140	0.0000	0.9810
liaison	140	0.0000	0.9810
knot	140	0.0000	0.9810
kitty	140	0.0000	0.9810
ingredient	140	0.0000	0.9810
handful	140	0.0000	0.9810
hamburger	140	0.0000	0.9810
fringe	140	0.0000	0.9810
compile	140	0.0000	0.9810
circulation	140	0.0000	0.9810
cabbage	140	0.0000	0.9811
allegation	140	0.0000	0.9811
addict	140	0.0000	0.9811
acceleration	140	0.0000	0.9811
worthy	139	0.0000	0.9811
tights	139	0.0000	0.9811
temper	139	0.0000	0.9811
teenage	139	0.0000	0.9811
suffering	139	0.0000	0.9811
privatization	139	0.0000	0.9811
oblige	139	0.0000	0.9811
merge	139	0.0000	0.9811
manifest	139	0.0000	0.9811
internally	139	0.0000	0.9811
humour	139	0.0000	0.9811
fireman	139	0.0000	0.9811
fascinate	139	0.0000	0.9811
drown	139	0.0000	0.9811
dick	139	0.0000	0.9811
curl	139	0.0000	0.9811
contest	139	0.0000	0.9812
coalition	139	0.0000	0.9812
alike	139	0.0000	0.9812
spark	138	0.0000	0.9812
pe	138	0.0000	0.9812
partially	138	0.0000	0.9812
pal	138	0.0000	0.9812
legislature	138	0.0000	0.9812
knickers	138	0.0000	0.9812
harsh	138	0.0000	0.9812
glance	138	0.0000	0.9812
duplicate	138	0.0000	0.9812
communism	138	0.0000	0.9812
communion	138	0.0000	0.9812
bom	138	0.0000	0.9812
authentic	138	0.0000	0.9812
apologise	138	0.0000	0.9812
anger	138	0.0000	0.9812
accuracy	138	0.0000	0.9812
whatnot	137	0.0000	0.9812
washer	137	0.0000	0.9813
venture	137	0.0000	0.9813
surprisingly	137	0.0000	0.9813
splash	137	0.0000	0.9813
shatter	137	0.0000	0.9813
royal	137	0.0000	0.9813
payer	137	0.0000	0.9813
ninety-two	137	0.0000	0.9813
ministry	137	0.0000	0.9813
grandpa	137	0.0000	0.9813
frog	137	0.0000	0.9813
floppy	137	0.0000	0.9813
eighty-six	137	0.0000	0.9813
cynical	137	0.0000	0.9813
consequently	137	0.0000	0.9813
completion	137	0.0000	0.9813
blend	137	0.0000	0.9813
amusing	137	0.0000	0.9813
withdrawal	136	0.0000	0.9813
tariff	136	0.0000	0.9813
subsidy	136	0.0000	0.9814
subsequent	136	0.0000	0.9814
shaft	136	0.0000	0.9814
raffle	136	0.0000	0.9814
pillar	136	0.0000	0.9814
logo	136	0.0000	0.9814
jus	136	0.0000	0.9814
jaw	136	0.0000	0.9814
info	136	0.0000	0.9814
imitate	136	0.0000	0.9814
feather	136	0.0000	0.9814
envisage	136	0.0000	0.9814
distract	136	0.0000	0.9814
deteriorate	136	0.0000	0.9814
desktop	136	0.0000	0.9814
consistency	136	0.0000	0.9814
confess	136	0.0000	0.9814
concession	136	0.0000	0.9814
centimetre	136	0.0000	0.9814
axis	136	0.0000	0.9814
attraction	136	0.0000	0.9814
wrist	135	0.0000	0.9815
stew	135	0.0000	0.9815
spite	135	0.0000	0.9815
scholar	135	0.0000	0.9815
runner	135	0.0000	0.9815
pledge	135	0.0000	0.9815
offender	135	0.0000	0.9815
metaphor	135	0.0000	0.9815
kingdom	135	0.0000	0.9815
handicap	135	0.0000	0.9815
frozen	135	0.0000	0.9815
compensate	135	0.0000	0.9815
chromosome	135	0.0000	0.9815
champion	135	0.0000	0.9815
certification	135	0.0000	0.9815
cargo	135	0.0000	0.9815
auntie	135	0.0000	0.9815
tenner	134	0.0000	0.9815
quilt	134	0.0000	0.9815
premature	134	0.0000	0.9815
numerous	134	0.0000	0.9815
ninety-four	134	0.0000	0.9816
infinity	134	0.0000	0.9816
fighter	134	0.0000	0.9816
delighted	134	0.0000	0.9816
coordinator	134	0.0000	0.9816
visa	133	0.0000	0.9816
tutorial	133	0.0000	0.9816
teen	133	0.0000	0.9816
sword	133	0.0000	0.9816
sodium	133	0.0000	0.9816
revisit	133	0.0000	0.9816
progressive	133	0.0000	0.9816
preach	133	0.0000	0.9816
permanently	133	0.0000	0.9816
ordinance	133	0.0000	0.9816
jug	133	0.0000	0.9816
interestingly	133	0.0000	0.9816
interactive	133	0.0000	0.9816
gram	133	0.0000	0.9816
eldest	133	0.0000	0.9816
doorstep	133	0.0000	0.9816
crab	133	0.0000	0.9817
compose	133	0.0000	0.9817
broccoli	133	0.0000	0.9817
brew	133	0.0000	0.9817
subscores	132	0.0000	0.9817
sling	132	0.0000	0.9817
sexually	132	0.0000	0.9817
schooling	132	0.0000	0.9817
rhythm	132	0.0000	0.9817
republican	132	0.0000	0.9817
rectangle	132	0.0000	0.9817
prawn	132	0.0000	0.9817
pine	132	0.0000	0.9817
lemonade	132	0.0000	0.9817
ignorant	132	0.0000	0.9817
housewife	132	0.0000	0.9817
hormone	132	0.0000	0.9817
gravity	132	0.0000	0.9817
gospel	132	0.0000	0.9817
generic	132	0.0000	0.9817
fireplace	132	0.0000	0.9817
experienced	132	0.0000	0.9818
dun	132	0.0000	0.9818
debit	132	0.0000	0.9818
cuddle	132	0.0000	0.9818
cord	132	0.0000	0.9818
continuity	132	0.0000	0.9818
cave	132	0.0000	0.9818
cathedral	132	0.0000	0.9818
cane	132	0.0000	0.9818
bollock	132	0.0000	0.9818
warrant	131	0.0000	0.9818
unanimous	131	0.0000	0.9818
terror	131	0.0000	0.9818
shrink	131	0.0000	0.9818
republic	131	0.0000	0.9818
rebel	131	0.0000	0.9818
philosophical	131	0.0000	0.9818
peach	131	0.0000	0.9818
overtake	131	0.0000	0.9818
negligence	131	0.0000	0.9818
mustard	131	0.0000	0.9818
institute	131	0.0000	0.9819
higher	131	0.0000	0.9819
economist	131	0.0000	0.9819
documentary	131	0.0000	0.9819
devise	131	0.0000	0.9819
circular	131	0.0000	0.9819
backup	131	0.0000	0.9819
autumn	131	0.0000	0.9819
venue	130	0.0000	0.9819
traveller	130	0.0000	0.9819
solely	130	0.0000	0.9819
sociology	130	0.0000	0.9819
shield	130	0.0000	0.9819
shag	130	0.0000	0.9819
settee	130	0.0000	0.9819
scorable	130	0.0000	0.9819
rot	130	0.0000	0.9819
romance	130	0.0000	0.9819
relevance	130	0.0000	0.9819
referee	130	0.0000	0.9819
pancake	130	0.0000	0.9819
nuisance	130	0.0000	0.9820
namely	130	0.0000	0.9820
hazard	130	0.0000	0.9820
goat	130	0.0000	0.9820
forthcoming	130	0.0000	0.9820
e.	130	0.0000	0.9820
bleach	130	0.0000	0.9820
bald	130	0.0000	0.9820
audio	130	0.0000	0.9820
athlete	130	0.0000	0.9820
ar	130	0.0000	0.9820
acquisition	130	0.0000	0.9820
zoom	129	0.0000	0.9820
whereabouts	129	0.0000	0.9820
undoubtedly	129	0.0000	0.9820
uknow	129	0.0000	0.9820
su	129	0.0000	0.9820
strive	129	0.0000	0.9820
steer	129	0.0000	0.9820
rolling	129	0.0000	0.9820
racism	129	0.0000	0.9820
prosecute	129	0.0000	0.9820
portable	129	0.0000	0.9821
polymer	129	0.0000	0.9821
panick	129	0.0000	0.9821
packaging	129	0.0000	0.9821
musician	129	0.0000	0.9821
monies	129	0.0000	0.9821
kitten	129	0.0000	0.9821
interior	129	0.0000	0.9821
cot	129	0.0000	0.9821
chaos	129	0.0000	0.9821
bingo	129	0.0000	0.9821
arrival	129	0.0000	0.9821
amp	129	0.0000	0.9821
absent	129	0.0000	0.9821
trainee	128	0.0000	0.9821
tack	128	0.0000	0.9821
sophomore	128	0.0000	0.9821
skate	128	0.0000	0.9821
seconder	128	0.0000	0.9821
offering	128	0.0000	0.9821
monitoring	128	0.0000	0.9821
lion	128	0.0000	0.9821
humanitarian	128	0.0000	0.9822
fever	128	0.0000	0.9822
circus	128	0.0000	0.9822
broaden	128	0.0000	0.9822
bead	128	0.0000	0.9822
yum	127	0.0000	0.9822
whine	127	0.0000	0.9822
tribe	127	0.0000	0.9822
spokesman	127	0.0000	0.9822
signing	127	0.0000	0.9822
sergeant	127	0.0000	0.9822
psychologist	127	0.0000	0.9822
palace	127	0.0000	0.9822
missionary	127	0.0000	0.9822
inequality	127	0.0000	0.9822
hoo	127	0.0000	0.9822
greenhouse	127	0.0000	0.9822
frequent	127	0.0000	0.9822
exemplify	127	0.0000	0.9822
corruption	127	0.0000	0.9822
contradiction	127	0.0000	0.9822
conjunction	127	0.0000	0.9822
chef	127	0.0000	0.9823
caretaker	127	0.0000	0.9823
ash	127	0.0000	0.9823
tribute	126	0.0000	0.9823
slam	126	0.0000	0.9823
sheer	126	0.0000	0.9823
ruling	126	0.0000	0.9823
portrait	126	0.0000	0.9823
equip	126	0.0000	0.9823
dos	126	0.0000	0.9823
dorm	126	0.0000	0.9823
discriminate	126	0.0000	0.9823
deprive	126	0.0000	0.9823
consume	126	0.0000	0.9823
compulsory	126	0.0000	0.9823
arthritis	126	0.0000	0.9823
witch	125	0.0000	0.9823
twenty-nine	125	0.0000	0.9823
thump	125	0.0000	0.9823
shovel	125	0.0000	0.9823
sexy	125	0.0000	0.9823
semantic	125	0.0000	0.9823
proportional	125	0.0000	0.9824
precious	125	0.0000	0.9824
physic	125	0.0000	0.9824
mower	125	0.0000	0.9824
leverage	125	0.0000	0.9824
incoming	125	0.0000	0.9824
immune	125	0.0000	0.9824
franchise	125	0.0000	0.9824
foster	125	0.0000	0.9824
exceptional	125	0.0000	0.9824
diagnose	125	0.0000	0.9824
confidential	125	0.0000	0.9824
coincidence	125	0.0000	0.9824
biography	125	0.0000	0.9824
balcony	125	0.0000	0.9824
artistic	125	0.0000	0.9824
alcoholic	125	0.0000	0.9824
actress	125	0.0000	0.9824
void	124	0.0000	0.9824
vicar	124	0.0000	0.9824
u-	124	0.0000	0.9824
shorten	124	0.0000	0.9824
ribbon	124	0.0000	0.9825
qualified	124	0.0000	0.9825
pricing	124	0.0000	0.9825
memorial	124	0.0000	0.9825
lep	124	0.0000	0.9825
hug	124	0.0000	0.9825
hostile	124	0.0000	0.9825
fart	124	0.0000	0.9825
fairy	124	0.0000	0.9825
extraordinarily	124	0.0000	0.9825
experimental	124	0.0000	0.9825
custard	124	0.0000	0.9825
cowboy	124	0.0000	0.9825
counterpart	124	0.0000	0.9825
c.	124	0.0000	0.9825
bonfire	124	0.0000	0.9825
banker	124	0.0000	0.9825
adjourn	124	0.0000	0.9825
accountability	124	0.0000	0.9825
widespread	123	0.0000	0.9825
unity	123	0.0000	0.9825
shocking	123	0.0000	0.9825
render	123	0.0000	0.9825
remainder	123	0.0000	0.9826
rapid	123	0.0000	0.9826
precaution	123	0.0000	0.9826
postal	123	0.0000	0.9826
op	123	0.0000	0.9826
nucleus	123	0.0000	0.9826
mu	123	0.0000	0.9826
mock	123	0.0000	0.9826
intimidate	123	0.0000	0.9826
integrated	123	0.0000	0.9826
integral	123	0.0000	0.9826
exemption	123	0.0000	0.9826
encouraging	123	0.0000	0.9826
embassy	123	0.0000	0.9826
dummy	123	0.0000	0.9826
don	123	0.0000	0.9826
disorder	123	0.0000	0.9826
coffin	123	0.0000	0.9826
cholesterol	123	0.0000	0.9826
bulletin	123	0.0000	0.9826
arch	123	0.0000	0.9826
anonymous	123	0.0000	0.9826
amateur	123	0.0000	0.9826
underwear	122	0.0000	0.9827
transit	122	0.0000	0.9827
temptation	122	0.0000	0.9827
tactic	122	0.0000	0.9827
silk	122	0.0000	0.9827
seldom	122	0.0000	0.9827
provoke	122	0.0000	0.9827
prediction	122	0.0000	0.9827
pear	122	0.0000	0.9827
paycheck	122	0.0000	0.9827
naive	122	0.0000	0.9827
motorbike	122	0.0000	0.9827
mother-in-law	122	0.0000	0.9827
linguist	122	0.0000	0.9827
hopeless	122	0.0000	0.9827
hoover	122	0.0000	0.9827
heritage	122	0.0000	0.9827
happiness	122	0.0000	0.9827
gin	122	0.0000	0.9827
dishwasher	122	0.0000	0.9827
defer	122	0.0000	0.9827
defect	122	0.0000	0.9827
cutting	122	0.0000	0.9828
criticise	122	0.0000	0.9828
competent	122	0.0000	0.9828
bee	122	0.0000	0.9828
ashamed	122	0.0000	0.9828
anthropology	122	0.0000	0.9828
aerial	122	0.0000	0.9828
spice	121	0.0000	0.9828
solar	121	0.0000	0.9828
propaganda	121	0.0000	0.9828
probe	121	0.0000	0.9828
prescribe	121	0.0000	0.9828
possess	121	0.0000	0.9828
penis	121	0.0000	0.9828
numerical	121	0.0000	0.9828
mineral	121	0.0000	0.9828
lively	121	0.0000	0.9828
inadequate	121	0.0000	0.9828
hemisphere	121	0.0000	0.9828
gently	121	0.0000	0.9828
formation	121	0.0000	0.9828
feminism	121	0.0000	0.9828
err	121	0.0000	0.9828
empire	121	0.0000	0.9829
emphasise	121	0.0000	0.9829
doctrine	121	0.0000	0.9829
discretion	121	0.0000	0.9829
